ID,TARGET
2,0.040084718412919426
5,0.04219825080422319
6,0.03489613290256863
7,0.044659936431726784
9,0.03299921260874981
11,0.054109103366384206
12,0.041500206443600425
15,0.0569182481543729
16,0.03527209729192098
17,0.040084718412919426
19,0.03299921260874981
21,0.03299921260874981
22,0.04215130223661412
24,0.03489613290256863
27,0.033463789128614335
28,0.03987629311437776
30,0.04706037572340602
33,0.03299921260874981
35,0.03489613290256863
37,0.03791683258526476
38,0.03489613290256863
40,0.051223216250419215
41,0.047194445389472456
44,0.03266382649869857
46,0.04681744867369283
47,0.03987629311437776
48,0.03299921260874981
50,0.034752675700202976
52,0.053891072527195036
53,0.044659936431726784
55,0.044659936431726784
57,0.03489613290256863
58,0.0392303338616912
59,0.044659936431726784
62,0.03791683258526476
63,0.03299921260874981
64,0.03791683258526476
65,0.03992081336072585
67,0.03299921260874981
69,0.03791683258526476
70,0.03299921260874981
71,0.04681744867369283
72,0.03471371063836987
73,0.03299921260874981
76,0.03266382649869857
78,0.04144640964351719
79,0.040084718412919426
81,0.03299921260874981
85,0.034752675700202976
86,0.03299921260874981
89,0.03791683258526476
94,0.047194445389472456
96,0.03299921260874981
97,0.03987629311437776
98,0.03299921260874981
99,0.044659936431726784
100,0.054109103366384206
103,0.051223216250419215
104,0.03299921260874981
108,0.03791683258526476
110,0.034752675700202976
112,0.040084718412919426
114,0.044659936431726784
116,0.03791683258526476
117,0.036088192607119624
119,0.041007430861811654
120,0.033463789128614335
121,0.034752675700202976
123,0.040084718412919426
124,0.03791683258526476
126,0.03489613290256863
128,0.03299921260874981
129,0.040084718412919426
133,0.03791683258526476
138,0.03791683258526476
147,0.047194445389472456
149,0.041007430861811654
158,0.03299921260874981
160,0.03299921260874981
164,0.03791683258526476
167,0.03791683258526476
168,0.040755709083081716
174,0.03489613290256863
181,0.03791683258526476
185,0.03992081336072585
187,0.03299921260874981
189,0.03791683258526476
190,0.03791683258526476
194,0.04144640964351719
197,0.04681744867369283
198,0.044659936431726784
201,0.03791683258526476
205,0.03527209729192098
208,0.04453273026365745
211,0.03674656143083053
216,0.044659936431726784
219,0.05379682232347442
223,0.03299921260874981
224,0.051223216250419215
226,0.044659936431726784
229,0.03299921260874981
230,0.03791683258526476
237,0.03791683258526476
238,0.047002892407216244
240,0.03791683258526476
243,0.034752675700202976
245,0.051223216250419215
246,0.051223216250419215
247,0.034752675700202976
248,0.03471371063836987
249,0.03299921260874981
250,0.054109103366384206
251,0.03489613290256863
255,0.03791683258526476
256,0.04215130223661412
257,0.040084718412919426
260,0.053891072527195036
261,0.03471371063836987
263,0.0569182481543729
264,0.051223216250419215
267,0.03527209729192098
268,0.03791683258526476
272,0.03299921260874981
274,0.03791683258526476
275,0.03489613290256863
277,0.054109103366384206
278,0.054109103366384206
280,0.03266382649869857
281,0.046916103302082145
282,0.03791683258526476
283,0.03299921260874981
284,0.03987629311437776
286,0.047002892407216244
290,0.03266382649869857
291,0.03791683258526476
293,0.047194445389472456
295,0.05474131835790354
297,0.034752675700202976
298,0.051223216250419215
300,0.03266382649869857
304,0.04144640964351719
305,0.04144640964351719
308,0.03489613290256863
309,0.03299921260874981
310,0.03471371063836987
312,0.03791683258526476
313,0.051223216250419215
315,0.030267221207749797
317,0.04219825080422319
318,0.049663454896776496
321,0.03471371063836987
323,0.05001588077572791
325,0.03791683258526476
326,0.044659936431726784
327,0.03299921260874981
328,0.0494680591354775
329,0.034752675700202976
330,0.03674656143083053
331,0.03791683258526476
334,0.04733737862459308
335,0.03266382649869857
336,0.040084718412919426
337,0.037100154052552674
338,0.044659936431726784
339,0.044659936431726784
341,0.04681744867369283
343,0.04028761245457393
346,0.03489613290256863
348,0.03299921260874981
350,0.040084718412919426
351,0.03471371063836987
352,0.044659936431726784
357,0.03791683258526476
358,0.03299921260874981
360,0.03299921260874981
361,0.044659936431726784
364,0.03791683258526476
365,0.03791683258526476
366,0.03791683258526476
367,0.03299921260874981
368,0.03670544581537048
370,0.03299921260874981
372,0.03527209729192098
376,0.03489613290256863
377,0.03299921260874981
379,0.034361518489774805
380,0.044659936431726784
381,0.040755709083081716
385,0.034752675700202976
386,0.040084718412919426
389,0.03992081336072585
391,0.04219825080422319
